census_track_number,population_16_and_over_with_earnings,population_margin_of_error,total_median_earnings,median_earnings_margin_of_error,total_full_time_year_round_workers,full-time-margin-of-error,total_workers_less_than_10k,less_than_10k_margin_of_error,total_workers_less_than_15k,less_than_15k_margin_of_error,total_workers_less_than_25k,less_than_25k_margin_of_error,total_workers_less_than_35k,less_than_35k_margin_of_error,total_workers_less_than_50k,less_than_50k_margin_of_error,total_workers_less_than_65k,less_than_65k_margin_of_error,total_workers_less_than_75k,less_than_75k_margin_of_error,total_workers_less_than_100k,less_than_100k_margin_of_error,total_workers_more_than_100k,more_than_100k_margin_of_error,total_mean_earnings,mean_earnings_margin_of_error
76.08,1304,128,21912,1824,839,112,4.5,3.1,9.5,4.5,26.1,7.6,29.8,8.1,15.5,5.4,10.5,5.9,2.6,2.4,0.2,0.6,1.2,1.9,30830,2945
76.09,2502,274,25159,3183,1635,238,2.4,1.9,8.7,5.5,24.8,5.8,25.9,7,23.7,6.2,8.3,5.3,3.3,3,0,1.2,2.9,2.7,33393,3143
76.11,656,78,40250,12312,413,52,0,4.7,1.2,1.7,9.2,4.4,13.1,5.7,8.2,4.5,12.6,5.5,6.8,4.5,11.1,5.2,37.8,8.7,177808,42880
76.12,2298,239,4803,1022,585,79,5.8,3.8,1.7,2,1.9,2.2,11.5,5.6,20.2,5.3,16.8,6.2,0,3.4,11.8,5.1,30.4,7.2,83587,10610
76.13,1738,164,32625,6578,1152,137,0,1.7,9.3,4.4,13.3,5.4,10.9,4.7,17.5,5.4,13.5,5.7,4.9,2.9,10.5,4.1,20.2,6,80374,16516
76.14,1466,135,38145,8454,863,87,1.3,2.2,2.1,2.3,10.3,5.5,9.3,4.6,18.4,7.3,8.2,4.3,9.8,4.1,22.1,6.9,18.4,5.6,77106,9143
76.15,994,108,27256,4829,672,85,1.2,1.6,3.3,3.1,25.7,7.1,17.1,7.3,10.9,5,8.2,4.6,6.1,4,10.1,5.1,17.4,5.8,65008,11985
76.16,1701,148,36620,7101,1154,138,2.8,2.5,3.4,2.5,5.7,3.1,16.6,5.6,17.9,5.5,11.7,4.8,9.4,3.9,11.7,4.1,21,6,66944,6736
76.17,2490,209,25853,1714,1865,181,0.4,0.6,4.2,2.1,27.9,7.2,28.3,7.3,21.8,4.4,10.5,2.8,2.6,1.7,2.7,1.8,1.6,1.7,34716,2352
76.18,3977,286,36131,2222,2740,306,0.7,1,3.2,2,10.6,3.2,17.4,4.8,23.5,6.1,15.2,4.7,8.4,3.2,9.9,3.9,11.1,4,58907,7898
76.19,2098,155,31813,7456,1290,106,2,1.9,2.4,2.1,13.6,4.2,11.8,3.8,16.9,4.5,23.3,7.5,11.4,3.9,8.5,4,10.1,4.2,57416,6486
76.2,3630,257,26582,2764,2341,213,1.9,2.1,4.6,2.5,19.6,5.4,18.6,4.6,22.3,5.9,8.2,4.4,5.3,2.5,6.7,3.4,12.8,4.5,62306,12173
76.24,1831,162,35559,3572,1200,132,0,1.7,3.9,3,9.2,3.6,14.2,5,34.6,5.9,13.7,4.3,4.3,2.6,9.4,3.7,10.8,4,54392,4719
76.25,2680,263,29551,3934,1912,227,5,3,9.5,4.7,17.3,6.1,14.3,5.7,25.1,5.7,6.9,3.9,3.5,2.4,9.9,5,8.4,3.8,57595,14196
76.29,2260,147,35515,2858,1498,133,0.5,0.8,3.2,2.2,10.5,3.3,18.2,5.7,21.3,4.5,14.8,5,5.1,2.9,15.6,4.1,10.7,4,61657,7048
76.3,2900,150,33694,3341,1921,148,0.7,0.8,2.9,1.7,11.7,3.7,16.8,3.7,22.9,4.1,17.9,4.1,4.2,2.7,11.8,3.3,11.2,3.1,59248,7361
76.31,1706,155,47176,8019,1108,138,0.9,1.4,0,1.8,6.2,3.2,13,5.3,14.3,5,10.4,5,7.9,4.1,16,4.7,31.4,6.6,104754,21332
76.32,1880,175,39879,8762,1248,170,0,1.6,1.7,1.8,11.3,4.4,14.6,4.8,10.9,4.6,12.7,5.1,2.9,2.3,14.4,5.3,31.6,6.9,91503,10298
76.33,1549,85,47083,7163,1048,88,2.5,1.6,0.5,0.8,8.9,3.4,7.5,2.9,12.7,3.9,17.7,4.8,6.2,2.7,16.8,3.8,27.3,4.6,84149,9579
76.34,2247,178,41155,4383,1549,139,0.8,1.1,2.1,1.7,8.6,3.8,13.5,3.7,18.9,4.2,13.8,4.1,3.7,2.7,13.6,4.4,25,4.9,104986,17080
76.35,2859,199,45814,5642,1864,161,0.5,0.8,0.9,1,9.2,3.2,6.7,2.3,17.2,4.4,9.4,3,6.8,3.3,13.8,4,35.6,6,102303,14016
76.36,2226,172,36291,3491,1447,128,0.8,1,2.9,2.5,12,4.2,12.4,4.1,15.2,4.8,11.5,3.8,7.4,3.3,8.9,3.4,29,5.8,112782,21408
76.37,2821,159,64950,9354,1770,147,0.3,0.5,0.8,1,5.9,2.7,5.3,3.1,8.7,3,8.7,3.1,5,2.7,9.2,3,56,5.6,159657,18535
76.38,2126,179,59342,16414,1364,133,1.2,1.4,1.6,1.8,5,2.9,2.1,1.8,10.9,3.8,8.6,3.8,3.7,2.3,12.2,4.2,54.6,5.5,132779,14667
76.39,3095,206,35034,3099,2142,167,2.7,2,1.7,1.4,13.5,4.3,17.3,3.8,15.2,4.2,15.1,3.9,5.8,2.6,9.2,2.6,19.4,3.9,66771,6075
76.41,2699,208,21305,775,1731,161,3.6,2.1,7,3.2,37.1,6.1,28.2,6.6,14.6,4.8,6.5,4.9,0.7,0.8,1.2,1.1,1.2,1.4,29117,2191
76.42,1194,91,25532,3958,784,82,2.7,2.3,3.8,3.1,25.9,6,27.6,6.2,24,5.2,6.6,3.6,1.5,1.6,4.6,2.8,3.3,2.5,36893,4329
77.01,3081,190,31304,2748,2220,175,1.2,0.8,4.2,2.5,13.9,3.9,19.7,3.8,25.5,4.5,9.9,2.7,9.1,3.8,9.7,3.1,6.8,3.3,48398,3221
77.02,4487,348,31021,1339,2963,256,0.9,1,4.6,2.4,15,4.6,21.6,4,21.7,4.8,18.5,4.1,1.1,1.1,9.9,3.4,6.8,2.8,48981,4943
78.01,1544,177,25806,1839,925,163,1.2,1.8,5,3.5,22.2,9.6,24,10.1,20.8,6.1,16.6,6.4,2.8,2.4,1.4,2,6.1,4.2,39618,4998
78.02,2999,194,37192,4728,2276,185,1.8,1.4,5.1,2.9,8.5,2.7,19.9,5.2,16.9,3.8,17.3,4.8,8,2.9,11.3,4.4,11.3,3.9,57330,4612
79,1454,166,17184,1863,766,125,5.1,3.7,6.7,3.5,40.3,8.5,24.7,7.7,14.5,6,6.3,4.1,0,2.6,2.5,2.8,0,2.6,27018,2350
80.01,523,71,17034,2113,259,58,8.1,6,2.3,3.4,40.5,11.2,25.5,10.2,15.8,8.2,3.5,4.1,0,7.4,4.2,4.4,0,7.4,28122,3516
80.02,1251,142,22470,4732,709,104,5.1,3.2,2.7,2.2,19.9,6.2,36,6.8,16.9,4.6,12.4,5.5,4.7,3.6,1.8,1.9,0.6,0.9,34062,3098
82,1109,106,21563,2067,660,97,1.8,1.8,6.8,3.7,27.9,5.8,20.5,5.8,30.5,6.6,7.4,3.3,3,2.4,0.6,0.9,1.5,1.6,33263,2660
83,654,75,21990,2119,410,63,4.6,4.2,3.9,3.3,37.3,9.6,24.1,7.6,14.4,6.7,8.5,3.7,5.4,4.2,1.7,2.7,0,4.8,31248,2946
84,1801,159,28958,2426,1134,122,0.6,0.9,2.3,2,19.7,5.7,24.9,6.1,28.7,6.8,15,5.2,4.1,3,2.6,2.1,2.2,1.7,39624,2558
85.01,1264,151,23393,1877,848,119,5.9,4.1,8.5,5,23.8,7.4,26.1,8,10.7,6.3,11,6.2,2.5,3,8.3,4.5,3.3,3.1,37882,5110
85.02,2438,194,28664,3393,1624,158,1.1,1.6,3.8,2.2,18.8,4.9,23.5,4,20.9,6.1,17.6,4.7,4.7,2.6,5.7,2.9,3.8,2.3,43500,3703
86,2404,189,21224,1448,1429,171,4.6,2.2,4.6,2.7,29.5,6.5,23.1,5.8,11.3,3.8,10.6,4.3,4,2.4,5.4,2.7,6.9,2.8,41826,4391
87,1758,156,33065,3513,1246,153,0.5,0.7,1.8,1.7,13.9,5.2,23,5.8,16.9,5.8,10.4,3.2,5.5,2.8,8.9,3.6,19.2,5.1,74052,13442
88,927,87,20807,2981,558,77,1.3,1.9,6.8,3,26.7,6.4,26.9,6.8,21.1,6.6,8.4,3.7,3.9,2.8,1.8,2,3,2.6,35098,3098
89,1783,188,21241,2067,1028,133,0.6,1,14.6,6,19,5.8,20.2,6,24.9,5.9,10.7,4.9,3.4,2.5,4.1,2.8,2.5,2.4,37337,4283
90.03,4003,302,36029,4769,2996,295,2.2,1.7,1.6,1.2,9.8,3.4,20.1,5.2,26.9,5.4,15.6,4.6,3.8,1.8,11.6,4.3,8.4,2.9,54030,4659
90.04,2264,194,23522,2338,1578,165,3.8,2.4,7.4,3.8,28.5,4.8,26,5.1,20.7,4.6,9.9,3.3,0.5,0.6,1.6,1.6,1.6,1.4,33673,3716
90.06,3125,265,29283,4077,2478,270,1.7,1.7,5.2,2.4,24.3,6.1,29.4,7,18.2,5.7,13.8,4.1,2.9,2.1,4.1,2.3,0.4,0.7,35981,2328
90.07,3861,288,27680,2716,2678,294,1.1,1.5,7.8,3.4,19.6,4,20.8,5.5,24.9,5.4,13.8,4.2,1.6,1.2,7.4,3.5,3,2.8,40487,4136
90.08,1946,195,17289,2040,1287,157,1.7,1.8,14.6,5.2,41.9,6.7,26.3,5.8,11.6,4.4,3.3,2.5,0.6,0.9,0,1.5,0,1.5,24170,1449
90.09,4602,269,47713,5039,3579,251,1.6,2,3.2,1.9,8.5,3,8.7,2.7,19.3,4.3,18,3.4,8.2,2.9,13.2,2.8,19.2,3.4,74296,7105
91.01,982,126,20764,1881,600,100,7,4.3,6.8,3.7,28,7.5,22.7,6.5,17.2,5.7,10.3,4.7,2.3,2.6,1.8,1.9,3.8,3.3,33279,3178
91.04,1019,124,23225,3382,592,80,3.4,3.9,4.4,3.3,22,7.6,25.5,7.6,25.5,6.9,7.9,3.7,5.4,3.5,3.9,3,2,2.2,38298,5385
92,1536,129,35348,3575,1068,116,1.7,1.9,1.9,1.7,11.7,4.2,19.8,6.2,26.2,6.3,12.5,4.7,8.5,4.8,9.6,4.4,8.1,3.5,53164,6261
93,2177,178,25222,1529,1459,160,4.5,2.6,8.2,3.9,18.4,4.9,23.3,6,27.6,6.4,11.5,5,3.2,2.2,3.4,2,0,1.4,34378,2821
94.01,2680,211,32809,4109,1802,134,1.8,1.6,2,1.4,17.4,5.3,16.4,4.8,21.4,5.3,15.4,3.9,4.2,2.1,10.7,3.1,10.7,4.6,52142,4771
94.02,2967,242,32512,3514,2103,202,1.2,1.4,4.3,2.5,10.6,4.5,23.9,5.7,27.6,6.4,13.9,5.4,6.1,3.5,7.5,4.2,4.9,3.3,48225,6315
95,2840,218,32848,3470,1820,213,1.2,1.2,3.5,1.9,10.9,3.9,19.1,5.2,23.4,4.8,13.5,4,4.6,2.9,10.2,4.9,13.8,4.4,55404,3821
111,228,54,26458,3804,147,42,5.4,5.5,2,3.2,23.8,12.3,17,9.6,38.8,12.9,6.1,6.4,6.8,9.5,0,12.7,0,12.7,34235,4693
301.01,1884,230,24032,2641,1214,193,2.6,2.2,7.2,4.1,23.9,6.6,27.6,6.8,21.7,5.7,9.1,4.1,1.5,1.7,4,2.5,2.5,3,37158,3854
301.02,1983,223,25084,4957,1280,195,0.5,0.8,4.7,4.5,26.6,8.6,18,6.3,25.2,7.7,8.3,4.3,4.3,2.6,10.5,4.4,1.8,1.6,39078,3816
302.01,1095,151,25377,6226,781,144,0.1,0.8,7.2,5.3,23.6,10.6,18.6,7.4,18.4,6.6,16.4,6,1.4,2.2,9.7,4.7,4.6,2.8,45322,5365
302.02,1549,140,30185,2617,1055,117,3.6,2.6,2.3,2,16.8,5.2,19.5,4.7,25.5,5.5,13.2,3.8,6.7,2.9,3.9,2.5,8.5,3.7,48200,5298
303,858,98,26179,2506,608,92,2.6,2.3,10.7,5.6,19.4,6.6,20.1,6.3,22.2,6.1,7.2,3.5,6.9,4,6.4,4.4,4.4,3,42818,6053
304.02,2208,186,33860,3231,1492,149,2,1.8,4.8,2.8,9.6,3.1,17.8,4.1,21.2,4.3,20.2,4.7,3.6,2,9,3.6,11.8,4.8,62142,11630
304.03,1235,134,30956,3262,903,143,0,2.2,2.7,2.5,21.7,7.4,23.3,7.2,23.9,8.2,17.3,7.4,6,3.4,4.4,3.7,0.8,1.3,40976,2630
304.05,3009,248,40411,4066,2240,216,0.7,0.7,1.6,1.3,13.8,4,16,3.6,27.1,5.5,19.7,4.9,9.5,3.5,7.5,2.9,4.1,2,47811,2321
304.06,2803,203,39145,3925,2104,182,0.5,0.9,3,1.9,9.8,3.4,17.6,4.5,23.1,6,19.6,4.7,11,3.8,12,4,3.3,1.8,50111,2816
305.02,1195,119,32253,3496,821,89,1,1.1,2.8,1.5,13.6,4.5,19.6,5.3,28.7,4.8,16.6,4.2,5,2.4,7.8,3.6,4.9,2.1,46206,2836
305.05,977,84,27917,7307,636,78,1.6,1.9,2.2,2.2,20,5.9,14.5,6.9,26.1,5,13.1,4.9,5.5,3.7,11.5,4.8,5.7,3.3,47096,3081
305.06,689,76,34548,3334,479,59,0,4.1,1,1.7,17.7,5.9,13.6,5,19.2,6.2,17.5,6.3,3.5,3.2,15.2,7,12.1,6.1,54795,4920
305.07,1360,118,27851,2808,899,88,2.3,1.9,4.3,2.6,15.8,4.1,30.3,5.8,20.6,5.5,13.9,4.1,4.6,2,6.3,3.8,1.9,1.5,39852,2794
305.08,1045,94,37117,3651,661,74,0.9,1.4,4.2,3.2,8.5,4.4,10.7,3.8,19.4,5.5,21,5.6,9.4,4.5,15.9,5.6,10,4.5,60833,6115
305.09,2380,197,42258,3929,1691,148,0.5,0.8,1.9,1.4,7.5,3.7,12.3,4.3,21.2,5.1,16.8,5.1,7.7,3.5,11.2,3.4,20.9,4,76443,7592
305.1,1049,95,31537,2943,697,90,1,1.6,3,2.7,13.3,6.3,19.1,7.6,19.8,6.8,16.8,5.5,7.2,3.7,10.8,4.3,9,3.8,55056,5631
305.11,1199,89,36440,3560,808,82,1.1,1.4,2,1.9,4.8,2.8,23,5.7,24.1,5.9,14.1,4,6.4,2.7,10.9,4.7,13.5,4.6,59425,5152
305.12,2357,188,34338,4471,1554,156,2,1.5,3,2,12.2,3.8,16.7,5,22.5,4.7,16.2,3.6,6.9,2.8,12.3,3.8,8.4,3.5,56288,6969
306.01,2418,176,33441,2765,1744,166,1.6,1.8,2.8,1.8,17.7,4.5,18.7,4.3,18.7,4.8,19.5,5.1,4.4,2.1,8.7,3.8,8,3,50932,4342
306.02,3470,274,26814,3486,2280,196,2.2,1.9,7.3,3.1,15.4,5.1,19.3,5.8,26,5.9,13.8,4.5,6.2,3.5,8.6,3.9,1.3,1.6,41383,3405
307.98,1521,184,27423,6689,938,132,3.8,3.8,2.2,1.6,14.5,5.3,20.6,5.7,27.3,5.4,12,4.3,6.1,3.5,6.5,3.9,6.9,3.3,49140,5444
308,1800,187,32667,3813,1193,131,3.7,2.8,4.1,2.7,14.2,5.9,13.6,4.8,23.2,5.5,16.9,4.8,6.5,3.6,7.8,3.7,10.1,3.3,55068,5522
1,863,95,20212,2422,530,80,1.7,2,6,4.5,37.7,7.2,22.5,6.6,18.7,6.3,5.1,3.5,2.1,1.9,5.5,4.4,0.8,1.5,32382,3110
2,864,116,16139,2182,433,76,3.7,3.5,7.6,5,39.3,9.7,24.7,7.8,11.5,6.7,4.6,4,4.2,3,3,3.1,1.4,1.9,31638,4889
3,1358,162,24400,2451,910,126,4,2.7,8.1,4.5,20.9,6.1,20.7,8.1,15.5,5.9,16.8,7.3,7.8,4,2.4,2.4,3.8,3,41239,4606
4,2273,150,30402,1543,1461,139,1.8,1.8,5.5,3,14.5,4.4,23.1,5.5,25.2,6.2,7.9,3.5,5.2,2.7,6.1,2.9,10.7,3.2,50702,4747
5,3147,258,30726,3261,2062,213,4.1,3,2.8,2.4,12.4,4.6,17,4.7,22.7,5.6,14.2,5,7.5,3,11.3,4.2,8.1,3.4,54460,7327
6,3738,257,35988,2384,2548,250,2.7,2.2,5.9,2.6,7.3,3,18.3,4.6,14.7,5.1,8.5,3.6,10.6,4,13.7,4,18.3,4.8,62132,5421
7,2786,249,38545,4829,1806,189,0.3,0.4,5.5,3.6,8.3,3.8,10.4,3.7,16.2,5.5,17,5.8,9.1,4.1,9.4,5.3,24,5.7,81668,10299
8,1957,174,27231,5158,1257,126,2.6,2.3,7.8,3.8,15.6,5.1,22,5.4,18.9,5,15,4.9,1.3,1.4,8.9,3.7,7.9,3.2,46395,5407
9,1125,123,17445,2729,720,85,7.6,4.5,16.5,5,28.2,5.6,24.6,6.2,12.5,4.3,6.9,4,0,2.7,3.2,2.6,0.4,0.9,27152,2608
10,1165,82,30114,2877,840,76,1.7,1.6,6,3,18.8,4.9,19.3,5.4,21.4,4.7,12,3.8,6.9,3,9.6,3.4,4.3,2.1,46797,4686
11,2418,208,29259,5689,1776,204,1.5,1.7,4.6,3.3,25.1,5.8,19.1,6.2,18.1,5.8,13.9,4.6,1.8,2,8.3,3.5,7.5,4.1,53783,14093
12,1234,118,32354,4491,833,104,1.7,2.5,2.6,2,15.1,5.4,18.4,5.2,15.7,5,12.4,5,6.6,3.5,7.4,3.5,20,5.4,69343,10557
13,2806,230,32370,2404,1931,193,4.6,2.7,2.3,1.7,13.3,4,20.9,5.9,24.3,5,11,4,6.4,3,5.6,2.8,11.5,4.1,57126,8213
9649,1918,170,32500,3274,1378,136,1.5,1.3,4.1,2,15.7,3.6,20,4.2,23.4,4.6,14.7,3.7,2.8,1.7,9.4,3.1,8.4,2.8,53480,8158
9650,1145,114,26350,2231,794,94,3.8,2.3,6.8,2.8,17.9,5,17.9,4.2,17.6,4.7,12.7,3.8,7.8,3.2,6.4,2.7,9.1,4.2,49345,4739
9651,1682,217,35354,4328,1309,171,1.4,1.6,2.7,2.2,13.9,5.3,22.5,7.8,21.5,6.7,14.6,5.8,2.8,1.7,9.5,6.3,11.2,4.4,56468,8627
9654,832,106,31119,2269,580,87,5.3,4.6,9.7,8.8,10.9,4,18.6,6.8,28.1,9.1,7.8,3.2,7.8,4.1,9.1,3.7,2.8,3.2,44536,7509
9542,2178,220,26236,4830,1454,203,1.1,1.4,6.5,3.9,23,8.7,12.4,4.4,16.9,5.2,16.9,6.1,6.8,3.3,7.1,3.2,9.3,3.9,56618,9217
9543,2016,259,20429,3266,1208,175,4.6,3.8,6.8,4.7,30.2,8,18.5,7.2,18,5.7,11.2,5.8,4.1,3.4,5.7,4.6,0.9,1,36723,5013
9544,981,203,31034,1874,726,170,2.8,1.5,1.5,1.1,18,5.9,20.8,5.8,19.6,4.9,9.9,4.5,4.8,2.6,13.9,5.7,8.7,3.5,49082,4477
9531,1348,169,31634,3305,934,115,1,1.1,5.1,5.5,16.6,7.2,19.1,5.5,22.6,6.8,13.4,5.4,6.6,3.8,7.1,3.4,8.6,4.9,50344,6943
9532,2134,247,29904,5104,1316,209,2.2,1.7,4.3,2.1,15.3,4.8,17,5.8,19.4,4.8,18.4,5.7,2.1,1.8,11.7,4.9,9.6,3.2,56231,9195
9533,2121,356,25671,3294,1347,261,1.4,1.9,1.9,2.7,24.2,7.5,14,6,9.4,5.1,20.1,9.7,7.1,6.5,13.8,5.3,8.1,4.8,52210,6055
9534,1687,248,27543,6180,1051,172,0,1.9,5.6,4.5,14.4,6.2,24.3,6,21.9,7.1,10.9,5,8.7,5.7,7.6,4.8,6.7,4.3,49286,6490
9535,3480,473,35214,6391,2583,362,4.5,4.1,4.1,2.9,16.7,5.5,12.2,5.1,22.8,7.2,17.4,7.5,5,3.4,12.3,6.2,5,3,53238,10124
